sensor_id,sensor_code,sensor_type,status,firmware_version,location_name,latitude,longitude,last_seen,created_at,village_id,village_name,district,state,population,reading_count,latest_reading_at,latest_quality_score,latest_ph,latest_turbidity,latest_ecoli
570e573a-755d-4a1e-9fe7-91a18d4a5aec,JAL-0011,water_quality,active,1.0.0,A Roppam monitoring point,14.02667,77.27361,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.893162,79516353-babe-4983-a5b5-4621321f1728,A Roppam,Ananthapuramu,Andhra Pradesh,2730,12,2026-04-01T08:16:52.826469,82.58,6.94,3.05,2.8
164bf43d-e6b3-419d-aa53-56d68857dcd1,JAL-0012,water_quality,active,1.0.0,Adivi Brahmanapalli monitoring point,14.35333,78.0375,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.898109,07fddba5-153f-4761-845f-e70202a7c0d5,Adivi Brahmanapalli,Ananthapuramu,Andhra Pradesh,2903,12,2026-04-01T08:16:52.826469,81.99,6.96,3.1,2.9
66f84c15-5136-4cf1-b6cd-1283082b9812,JAL-0013,water_quality,active,1.0.0,Aladahalli monitoring point,14.04694,77.04444,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.903366,515953b5-06eb-4a64-9d4c-36bb06867ac3,Aladahalli,Ananthapuramu,Andhra Pradesh,3076,12,2026-04-01T08:16:52.826469,81.8,6.97,3.14,2.9
e527c2e5-4280-46a0-a33f-844072ed10ad,JAL-0014,water_quality,active,1.0.0,Alampur monitoring point,14.19167,78.16389,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.909730,7cf39dde-7246-4c62-9580-2164f92d2820,Alampur,Ananthapuramu,Andhra Pradesh,3249,12,2026-04-01T08:16:52.826469,81.61,6.98,3.18,2.9
f993f6fc-5c2a-4410-80eb-b395c23bcc7c,JAL-0015,water_quality,active,1.0.0,Amarapuram monitoring point,14.12639,76.97778,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.916214,69fa6a38-2ccb-466f-96b9-796efec44f72,Amarapuram,Ananthapuramu,Andhra Pradesh,3422,12,2026-04-01T08:16:52.826469,81.02,6.99,3.22,3.0
f7cb8624-8a80-4398-a8aa-9f6ac7d253eb,JAL-0016,water_quality,active,1.0.0,Amidala monitoring point,14.84167,77.25,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.922442,391d424b-b951-4e34-8fbd-f25583701212,Amidala,Ananthapuramu,Andhra Pradesh,3595,12,2026-04-01T08:16:52.826469,80.83,7.0,3.27,3.0
614ef1ef-762c-4053-a10c-a9fe50ccec7c,JAL-0017,water_quality,active,1.0.0,Anantapur monitoring point,14.675,77.60833,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.928629,478a806d-3ca4-4fe3-aa1c-a845a885f0e7,Anantapur,Ananthapuramu,Andhra Pradesh,3768,12,2026-04-01T08:16:52.826469,80.64,7.02,3.31,3.0
064a396b-b535-463e-850c-16b062ae58dc,JAL-0018,water_quality,active,1.0.0,Atmakur monitoring point,14.64444,77.35833,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.935381,40d697b7-ac1f-40ed-b966-9e84db939e31,Atmakur,Ananthapuramu,Andhra Pradesh,3941,12,2026-04-01T08:16:52.826469,80.46,7.03,3.35,3.0
48b75d85-7681-45c4-a911-08cd9a7574f4,JAL-0019,water_quality,active,1.0.0,Batrepally monitoring point,14.25083,78.18028,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.940433,203dfe98-363d-4732-b575-b22fa4bc5dab,Batrepally,Ananthapuramu,Andhra Pradesh,4114,12,2026-04-01T08:16:52.826469,79.87,7.04,3.4,3.1
90666fcf-0abc-412b-9e9c-deec6211db7b,JAL-0020,water_quality,active,1.0.0,Bontula monitoring point,14.84167,78.09333,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.946347,cd08402b-e185-40c2-a24c-8240d3e735e7,Bontula,Ananthapuramu,Andhra Pradesh,4287,12,2026-04-01T08:16:52.826469,79.68,7.05,3.44,3.1
35383476-72a1-4ad4-b318-d4d93e8ce0da,JAL-0021,water_quality,active,1.0.0,Jairampur monitoring point,27.20833,96.04167,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.952275,74d768ae-e3a4-4ff3-bf97-7552c7d13ef7,Jairampur,Changlang,Arunachal Pradesh,4460,12,2026-04-01T08:16:52.826469,79.49,7.06,3.48,3.1
6173a62b-5fd8-40e9-bbe1-ccaf67d51a0f,JAL-0022,water_quality,active,1.0.0,Namchik monitoring point,27.41667,96.04583,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.957555,ccf1a148-f028-4e32-8284-bc2f3f2dcf16,Namchik,Changlang,Arunachal Pradesh,4633,12,2026-04-01T08:16:52.826469,78.9,7.08,3.52,3.2
6449163f-0895-4101-a284-958e6f731c75,JAL-0023,water_quality,active,1.0.0,Namphai monitoring point,27.45833,96.10833,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.963388,1e823ac6-a7bb-4d30-9d37-d82f5b3e2c1c,Namphai,Changlang,Arunachal Pradesh,4806,12,2026-04-01T08:16:52.826469,78.71,7.09,3.57,3.2
a26046f4-8e5c-4410-aa84-85ed433a96af,JAL-0024,water_quality,active,1.0.0,Newlisan Kharsang monitoring point,27.5,96.13333,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.967939,8482cdc5-5bd0-4e1b-be3c-92526ee7b5cf,Newlisan Kharsang,Changlang,Arunachal Pradesh,4979,12,2026-04-01T08:16:52.826469,78.52,7.1,3.61,3.2
c0bd59da-b6b8-4b7f-a917-1df323558f7f,JAL-0025,water_quality,active,1.0.0,Berung monitoring point,27.86667,95.31667,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.974173,6f462991-7dc7-4461-ae61-babf6689233b,Berung,East Siang,Arunachal Pradesh,5152,12,2026-04-01T08:16:52.826469,77.93,7.11,3.65,3.3
69be7793-e681-4123-b0ee-6ed313f25318,JAL-0026,water_quality,active,1.0.0,Pasighat monitoring point,27.85,95.23333,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.980911,8159f1ab-6595-4e63-b472-8f10faaeb28c,Pasighat,East Siang,Arunachal Pradesh,5325,12,2026-04-01T08:16:52.826469,77.74,7.12,3.69,3.3
69826627-6a51-4d7e-bf97-1b85f8dfd101,JAL-0027,water_quality,active,1.0.0,Pasighat N monitoring point,28.15139,95.29583,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.985922,bfb884c2-e75a-4612-9588-54d141b477ec,Pasighat N,East Siang,Arunachal Pradesh,5498,12,2026-04-01T08:16:52.826469,77.55,7.14,3.74,3.3
8ea5e0bc-8e63-438b-b241-ebf4e68b789f,JAL-0028,water_quality,active,1.0.0,Rukching monitoring point,27.85,95.23333,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.993447,fe525559-e41a-45d2-9a47-af18d3df4f6a,Rukching,East Siang,Arunachal Pradesh,5671,12,2026-04-01T08:16:52.826469,76.97,7.15,3.78,3.4
d795b9cc-e7b3-43fa-bee0-3142c1a63fe9,JAL-0029,water_quality,active,1.0.0,Lathow monitoring point,27.66667,95.875,2026-04-01T08:16:52.826469,2026-04-01T08:16:52.999488,bb3a8135-a0f0-45f0-9cc6-2fefeed2ec51,Lathow,Lohit,Arunachal Pradesh,5844,12,2026-04-01T08:16:52.826469,76.78,7.16,3.82,3.4
7a536bd9-3955-4178-bc41-113146d63fa1,JAL-0030,water_quality,active,1.0.0,Borduria monitoring point,27.01667,95.46667,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.005904,beca8877-bf98-4579-a051-14bf7c56d76b,Borduria,Tirap,Arunachal Pradesh,6017,12,2026-04-01T08:16:52.826469,76.59,7.17,3.86,3.4
afb36392-8bf0-4591-8280-9fd4abb49b00,JAL-0031,water_quality,active,1.0.0,Aithabari monitoring point,26.73472,91.35833,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.011379,8691f17a-359b-44c1-9ad5-99528789c70d,Aithabari,Baksa,Assam,6190,12,2026-04-01T08:16:52.826469,76.0,7.18,3.91,3.5
1daae47b-b93a-4fc3-920e-22befc5beced,JAL-0032,water_quality,active,1.0.0,Bansbari monitoring point,26.63333,90.99444,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.016777,eb59edbb-e4c0-4713-9b62-f62f099d7c35,Bansbari,Baksa,Assam,6363,12,2026-04-01T08:16:52.826469,75.81,7.19,3.95,3.5
4e03bc82-c959-435f-8b14-e7408296f069,JAL-0033,water_quality,active,1.0.0,Hazaregaon monitoring point,26.71528,91.56,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.022698,eab1be16-157b-4208-a17a-dba893fef6c5,Hazaregaon,Baksa,Assam,6536,12,2026-04-01T08:16:52.826469,75.62,7.21,3.99,3.5
8397fed8-d126-42c9-9743-6f569dc32cab,JAL-0034,water_quality,active,1.0.0,Hudukata monitoring point,26.60278,91.10556,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.027909,dde7fc58-05f9-451c-8506-ea15faa50f49,Hudukata,Baksa,Assam,6709,12,2026-04-01T08:16:52.826469,74.79,7.22,4.04,3.6
38b26a18-8ffb-48df-926f-c00c8d06404d,JAL-0035,water_quality,active,1.0.0,Simla monitoring point,26.68333,91.21667,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.034119,a3358b96-a905-4ef3-9a4f-755ab9d0db2e,Simla,Baksa,Assam,6882,12,2026-04-01T08:16:52.826469,74.36,7.23,4.08,3.6
c622bdd9-a295-45f0-ad58-31b4801e8b9e,JAL-0036,water_quality,active,1.0.0,Tamulpur monitoring point,26.63056,91.57083,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.040529,bbd89d98-5f40-4fcc-b431-33e20ea0ff2f,Tamulpur,Baksa,Assam,7055,12,2026-04-01T08:16:52.826469,73.93,7.24,4.12,3.6
1a6f14f7-9589-4a96-81f0-018c046378a6,JAL-0037,water_quality,active,1.0.0,Ujanborbori monitoring point,26.6,91.1,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.046157,e36c4f40-595e-4b0a-b619-4c71e7061a7f,Ujanborbori,Baksa,Assam,7228,12,2026-04-01T08:16:52.826469,84.64,7.25,4.16,3.6
6f2b8171-6406-4c8b-b0fd-50f838149a97,JAL-0038,water_quality,active,1.0.0,Bhawanipur monitoring point,26.48472,91.06667,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.053045,12bab5dc-d6a4-4cf4-b6b1-64588400f528,Bhawanipur,Barpeta,Assam,7401,12,2026-04-01T08:16:52.826469,83.94,7.27,4.21,3.7
cfd533c6-e506-4e3e-b856-10d0c8155943,JAL-0039,water_quality,active,1.0.0,Bhawanipurtw monitoring point,26.46667,91.07361,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.058069,d0e32a8e-1667-4e72-b1f0-24f146565fed,Bhawanipurtw,Barpeta,Assam,7574,12,2026-04-01T08:16:52.826469,83.7,7.28,4.25,3.7
9e8e4664-37b0-4fc8-b8f4-cbb081140ad6,JAL-0040,water_quality,active,1.0.0,Hastinapur monitoring point,26.50139,91.11944,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.064281,26f73228-160b-4a9f-b306-399c208944fd,Hastinapur,Barpeta,Assam,7747,12,2026-04-01T08:16:52.826469,83.46,7.29,4.29,3.7
c4dfd6e6-0f6c-47ec-95df-68a55112df4f,JAL-0041,water_quality,active,1.0.0,Araria monitoring point,26.1375,87.42917,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.070199,f6d7a360-a088-4dc2-ace2-94913199fb13,Araria,Araria,Bihar,7920,12,2026-04-01T08:16:52.826469,82.82,7.3,4.33,3.8
f3c54abe-2a14-4ffc-a24e-2cf28574cdd3,JAL-0042,water_quality,active,1.0.0,Bathnaha monitoring point,26.34944,87.23139,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.075581,cfb7c9b4-6e22-4dec-af58-fa3a7114e212,Bathnaha,Araria,Bihar,8093,12,2026-04-01T08:16:52.826469,82.52,7.31,4.38,3.8
74051cb1-5be0-41a9-844f-07262a90b071,JAL-0043,water_quality,active,1.0.0,Bathnaha_badres monitoring point,26.3375,87.25,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.082310,43441310-dc21-4513-8e1a-32020e72405f,Bathnaha_badres,Araria,Bihar,8266,12,2026-04-01T08:16:52.826469,82.28,7.33,4.42,3.8
0c856c43-1dc5-42d3-ae57-a075e431b4c0,JAL-0044,water_quality,active,1.0.0,Bhargama monitoring point,26.0525,87.15028,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.088134,e479aa20-fbad-4da2-9521-5caf29534af9,Bhargama,Araria,Bihar,8439,12,2026-04-01T08:16:52.826469,81.64,7.34,4.46,3.9
27dcfcbe-1f8a-40e4-a8e6-9ae1c399c629,JAL-0045,water_quality,active,1.0.0,Haripur monitoring point,26.2575,87.23111,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.094007,fd577b81-565d-4eed-b880-3dbb1a9a59e8,Haripur,Araria,Bihar,8612,12,2026-04-01T08:16:52.826469,81.34,7.35,4.51,3.9
fc63de22-2f62-4816-9e36-161e3ca5d2d9,JAL-0046,water_quality,active,1.0.0,Jokihat monitoring point,26.14583,87.65417,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.100799,821215df-e089-4bf5-8cc4-964fd1f7123c,Jokihat,Araria,Bihar,8785,12,2026-04-01T08:16:52.826469,81.1,7.36,4.55,3.9
1230e68a-3c00-41c8-b010-ac862309bbb2,JAL-0047,water_quality,active,1.0.0,Matiyari monitoring point,26.28889,87.25194,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.107685,29725b3f-88ce-4731-b106-92cec47c2dc2,Matiyari,Araria,Bihar,8958,12,2026-04-01T08:16:52.826469,80.46,7.37,4.59,4.0
132ee16f-60ea-4bef-abf8-7f50e0436ef7,JAL-0048,water_quality,active,1.0.0,Palasi monitoring point,26.25194,87.56889,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.112424,8c22f7ff-bfc3-4d1c-b702-98baa4c168f4,Palasi,Araria,Bihar,9131,12,2026-04-01T08:16:52.826469,80.22,7.39,4.63,4.0
8c84e99c-8997-4ed5-933a-4e67784d3be7,JAL-0049,water_quality,active,1.0.0,Pallasi monitoring point,26.32278,87.23194,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.118433,59373064-fb98-4920-8ff6-7657a3c20527,Pallasi,Araria,Bihar,9304,12,2026-04-01T08:16:52.826469,79.92,7.4,4.68,4.0
1910b57e-b804-49b2-9d66-e2757bfc130d,JAL-0050,water_quality,active,1.0.0,Raniganj monitoring point,26.06944,87.23389,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.124635,5f90e12d-607f-4dba-9aa7-e72c9e2aeb5f,Raniganj,Araria,Bihar,9477,12,2026-04-01T08:16:52.826469,79.28,7.41,4.72,4.1
1db5f765-331a-4869-b487-1d06f51a60c9,JAL-0051,water_quality,active,1.0.0,Bhujal Bhawan Pz- Deep monitoring point,30.75972,76.80417,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.131444,a2633059-ee79-4a14-bdd7-75c775831e3e,Bhujal Bhawan Pz- Deep,Chandigarh,Chandigarh,9823,12,2026-04-01T08:16:52.826469,79.04,7.42,4.76,4.1
c33659b2-8786-450a-b055-79185d6a31e8,JAL-0052,water_quality,active,1.0.0,Burail monitoring point,30.70833,76.79444,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.140051,b051ba6d-0d8b-401e-a2a3-b270269a6395,Burail,Chandigarh,Chandigarh,9650,12,2026-04-01T08:16:52.826469,78.8,7.43,4.8,4.1
a79ef121-da69-4188-bf27-69bdad4b5c99,JAL-0053,water_quality,active,1.0.0,Csio monitoring point,30.7125,76.78528,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.145792,aff92f43-716d-483c-8342-6be0edd4e9d4,Csio,Chandigarh,Chandigarh,9996,12,2026-04-01T08:16:52.826469,78.1,7.44,4.85,4.2
2bd2d276-c8ff-4a32-8523-e988683f5544,JAL-0054,water_quality,active,1.0.0,Csio-combined monitoring point,30.7125,76.78528,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.151073,6d88e4a5-1ae8-4505-aa00-970cbb8d82ec,Csio-combined,Chandigarh,Chandigarh,1169,12,2026-04-01T08:16:52.826469,77.86,7.46,4.89,4.2
ab568afb-ed48-44fc-9ed2-b3be01ce5c15,JAL-0055,water_quality,active,1.0.0,Csio-deep monitoring point,30.7125,76.78528,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.155715,fad47f35-ff9c-4c8b-b6df-565dd43d99b0,Csio-deep,Chandigarh,Chandigarh,1342,12,2026-04-01T08:16:52.826469,77.62,7.47,4.93,4.2
0f6cb76c-9886-414e-9fa4-4d3358e0be2b,JAL-0056,water_quality,active,1.0.0,Maloya Pz-deep monitoring point,30.75417,76.71944,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.160898,3dd879cf-bb5d-434f-b0ce-675013f8674f,Maloya Pz-deep,Chandigarh,Chandigarh,1515,12,2026-04-01T08:16:52.826469,77.38,7.48,4.97,4.2
3e1770ba-9e7f-4a50-91fa-40b5aa0c05a6,JAL-0057,water_quality,active,1.0.0,New Indust Area monitoring point,30.69167,76.78611,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.166339,b2bb3a64-644d-4368-9600-906fbe9c54bb,New Indust Area,Chandigarh,Chandigarh,1688,12,2026-04-01T08:16:52.826469,76.68,7.49,5.02,4.3
c9f2d9df-2710-4ffc-a424-8e6f43fa2a82,JAL-0058,water_quality,active,1.0.0,Sect monitoring point,30.75556,76.79444,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.172194,194e60af-464d-4f0f-8395-5584e4b9456f,Sect,Chandigarh,Chandigarh,1861,12,2026-04-01T08:16:52.826469,76.44,7.5,5.06,4.3
a3beb653-54f5-4c1f-bf07-adf81e99316b,JAL-0059,water_quality,active,1.0.0,Sect monitoring point,30.75,76.78611,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.178623,d56bd640-ea80-45f9-b196-1e6110406c78,Sect,Chandigarh,Chandigarh,2034,12,2026-04-01T08:16:52.826469,76.2,7.52,5.1,4.3
71df81fc-4795-4b25-a03c-e87e38548dea,JAL-0060,water_quality,active,1.0.0,Sect monitoring point,30.75,76.78611,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.184540,0d01e336-adc5-4208-a531-c00f2115415a,Sect,Chandigarh,Chandigarh,2207,12,2026-04-01T08:16:52.826469,75.5,7.53,5.15,4.4
c6b2081e-d65e-49fd-9da5-02b5df83dd48,JAL-0061,water_quality,active,1.0.0,Amravati monitoring point,19.60556,81.93889,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.191750,c73ba1c8-5e4b-42aa-b28b-2cb2aa981968,Amravati,Bastar,Chhattisgarh,2380,12,2026-04-01T08:16:52.826469,75.26,7.54,5.19,4.4
b2d844b6-0ee5-44b0-901e-70ce83f9c2b1,JAL-0062,water_quality,active,1.0.0,Bakawand - I monitoring point,19.28333,82.1,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.197397,0582fccc-6c15-45cd-9e52-471579ea54c5,Bakawand - I,Bastar,Chhattisgarh,2553,12,2026-04-01T08:16:52.826469,75.02,7.55,5.23,4.4
9bb87bac-16dc-433c-bf2e-f670758be695,JAL-0063,water_quality,active,1.0.0,Balenga monitoring point,19.25917,81.88556,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.202547,dc677944-93b5-4388-b9c4-15faa9d981e5,Balenga,Bastar,Chhattisgarh,2726,12,2026-04-01T08:16:52.826469,74.38,7.56,5.27,4.5
be04860c-b63e-4c61-b4ae-b60a7177adbf,JAL-0064,water_quality,active,1.0.0,Bare Arapur monitoring point,19.00833,81.86278,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.207771,d9963210-41d7-4ee5-baaf-fc7aab9c87cb,Bare Arapur,Bastar,Chhattisgarh,2899,12,2026-04-01T08:16:52.826469,92.08,7.58,5.32,0.0
31c9127c-ce4d-4bd5-b02f-3139acc7d5e8,JAL-0065,water_quality,active,1.0.0,Bastar monitoring point,19.20139,81.93611,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.213995,868ce5d6-9a21-40bf-96c3-5cb039043856,Bastar,Bastar,Chhattisgarh,3072,12,2026-04-01T08:16:52.826469,91.84,7.59,5.36,0.0
d1644034-a925-4edc-a59a-9d7d01b847e5,JAL-0066,water_quality,active,1.0.0,Batrail monitoring point,20.05417,81.57222,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.220269,913ed28c-3e8a-44e1-8e84-aa8d3a6e6fb6,Batrail,Bastar,Chhattisgarh,3245,12,2026-04-01T08:16:52.826469,91.2,7.6,5.4,0.1
56d3621d-95ee-4056-9ede-01946f8cb0ad,JAL-0067,water_quality,active,1.0.0,Belgaon monitoring point,19.7375,81.925,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.225049,bc1a4aaf-44c8-48ed-adb2-e3c50946e6bb,Belgaon,Bastar,Chhattisgarh,3418,12,2026-04-01T08:16:52.826469,90.96,7.61,5.44,0.1
9476a523-5f93-48c8-9bb2-63b03b7bb608,JAL-0068,water_quality,active,1.0.0,Bhanpuri monitoring point,19.33056,81.83194,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.230854,0799cc52-4685-477e-a300-9835712ce720,Bhanpuri,Bastar,Chhattisgarh,3591,12,2026-04-01T08:16:52.826469,90.66,7.62,5.49,0.1
f2bb1abf-4ae0-40e4-8d51-741f51639aa6,JAL-0069,water_quality,active,1.0.0,Bhanpuri monitoring point,19.3325,81.83194,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.237253,2b5cb670-fc46-4eae-8cfd-23f69efdbbe8,Bhanpuri,Bastar,Chhattisgarh,3764,12,2026-04-01T08:16:52.826469,90.02,7.64,5.53,0.2
443e9bc5-c89f-4f79-8343-e48f93b6a63b,JAL-0070,water_quality,active,1.0.0,Bhanpuri monitoring point,19.3325,81.83194,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.251961,204ff6a2-0b97-4f59-8c8f-c1bc8eff8fb0,Bhanpuri,Bastar,Chhattisgarh,3937,12,2026-04-01T08:16:52.826469,89.78,7.65,5.57,0.2
ceb5f8e6-9b43-44d0-92b8-f66ac3dc324b,JAL-0071,water_quality,active,1.0.0,Rajghat Pz monitoring point,28.63944,77.24889,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.264418,17fb1da2-babc-40ba-98d0-157bec7030f7,Rajghat Pz,Central,Delhi,4110,12,2026-04-01T08:16:52.826469,89.48,7.66,5.62,0.2
23597f64-b5d2-4561-979d-698e3b5b80d8,JAL-0072,water_quality,active,1.0.0,Akshardham Temple Pz monitoring point,28.60833,77.26667,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.271001,de3b9277-1d17-41c7-ad5e-e9c7d4ec3a08,Akshardham Temple Pz,East,Delhi,4283,12,2026-04-01T08:16:52.826469,89.24,7.67,5.66,0.2
303437b6-6f3a-42ae-ab70-7e03c24d3daa,JAL-0073,water_quality,active,1.0.0,Anand Vihar Isbt Pz monitoring point,28.64722,77.31556,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.277457,3f87c69a-51dd-4767-a346-dbe3039f185e,Anand Vihar Isbt Pz,East,Delhi,4456,12,2026-04-01T08:16:52.826469,88.6,7.68,5.7,0.3
9103f33c-0767-44b0-9359-7b5cfe2b35eb,JAL-0074,water_quality,active,1.0.0,Cbd Shahdara Pz monitoring point,28.66111,77.30306,2026-04-01T08:16:52.826469,2026-04-01T08:16:53.284725,d33ae2c1-119b-4744-be1c-72f350b9c745,Cbd Shahdara Pz,East,Delhi,4629,12,2026-04-01T08:16:52.826469,88.36,7.69,5.74,0.3
